sentiment_word-情感关键词,sentiment_anls-情感正负面
不错;很好;,1;1;
,
还好;不错;,1;1;
无味;更好;,-1;1;
垃圾;,-1;
太差;,-1;
好用;,1;
很好;不错;喜欢;,1;1;1;
推荐;不错;值得;,1;1;1;
,
可以;还行;不咋地;不行;,1;1;-1;-1;
不明显;,0;
没次;,1;
不错;,1;
不错;,1;
很好;满意;,1;1;
严密;愉快;快;结实;很好;合适;讲究;没有很多;刚好;,1;1;1;1;1;1;1;-1;1;
泛黄;还可以;,-1;1;
严重;粗糙;要命;给力;很大;,-1;-1;-1;1;1;
迷你;,1;
好;,1;
很好;不错;,1;1;
可以;可以;,1;1;
好;静音;,1;1;
假货;非正品;还好;,-1;-1;1;
喜欢;满意;好;,1;1;1;
不便宜;不可理解;,-1;-1;
快速;,1;
能用;挺好;,1;1;
,
顺滑;很好;,1;1;
可以;,1;
太薄;,0;
靠谱;不错;放心;,1;1;1;
正品;,1;
一般;,0;
不错;,1;
挺好;合适;喜欢;很干;,1;1;1;-1;
一般;一般;很多;实用;正常;有问题;差不多;,0;0;1;1;1;-1;0;
很大;可以;不错;流畅;清晰;很好;超好;不卡;,1;1;1;1;1;1;1;1;
漂亮;流畅;好;舒服;满意;,1;1;1;1;1;
放心;不错;可以;,1;1;1;
次;一般;慢;,-1;0;-1;
黑屏;,-1;
差不多;很重;很大;响;不合适;信赖;很大;最好;差评;差;随便;,0;-1;1;-1;-1;1;1;1;-1;-1;-1;
便宜;很小;无好;,1;1;-1;
淡;被骗;,-1;-1;
不准;,-1;
便宜;,1;
,
糊弄人;太差;,-1;-1;
还可以;,1;
很好;物美价廉;,1;1;
能用;还好;,1;1;
粗糙;,-1;
下滑;不行;差;差评;,-1;-1;-1;-1;
不明显;亏了;,0;-1;
正品;给力;,1;1;
一般;,0;
稀少;,-1;
挺好;,1;
麻烦;,-1;
一般;,0;
正品;不会正品;,1;-1;
不错;,1;
还行;好评;,1;1;
,
,
不错;满意;,1;1;
漏;,-1;
可以;可以;,1;1;
很好;耐心;没有失望;,1;1;1;
还可以;挺快;,1;1;
不是不对;,1;
不清脆;,-1;
很好;不能正品;没明显;,1;-1;0;
不错;很好;,1;1;
好转;不错;丰富;光泽;稍好;,1;1;1;1;1;
不错;,1;
易滑;,-1;
还好;,1;
可以;,1;
喜欢;好用;,1;1;
不好;,-1;
不错;,1;
很少;高;,1;1;
无语;挺好;,-1;1;
不好;差;好;,-1;-1;1;
不行;真实;坏掉;,-1;1;-1;
还可以;不影响;不错;好评;,1;0;1;1;
没有锋利;,-1;
正品;长;费;很好;,1;1;-1;1;
不错;挺好;,1;1;
不好;麻烦;好;旧;,-1;-1;1;-1;
值得;清晰;,1;1;
不好;,-1;
高;,1;
,
物美价廉;赞;快;,1;1;1;
盗版;,-1;
,
一般般;,0;
快;,1;
超快;很好;,1;1;
,
很快;渣;变形;难受;有划痕;,1;-1;-1;-1;-1;
挺好;,1;
,
可以;,1;
推荐;满意;,1;1;
还好;,1;
不错;不亦乐乎;,1;1;
不满意;拆过;,-1;-1;
舒服;,1;
不便宜;,-1;
差不多;挺好;,0;1;
满意;,1;
一般般;,0;
仁慈;,1;
不错;很快;满意;,1;1;1;
差不多;还可以;,0;1;
快;不错;,1;1;
漂亮;小巧;给力;不占地方;不错;可以;很干;可以;,1;1;1;1;1;1;-1;1;
差;差;,-1;-1;
可以;,1;
坑;还可以;,-1;1;
好;足够;清楚;好;简单;正好;高;,1;1;1;1;1;1;1;
小贵;,-1;
良心;很好;,1;1;
还可以;不错;方便;,1;1;1;
差;,-1;
满意;实用;喜欢;,1;1;1;
好;挺好;好;,1;1;1;
漏;很多;,-1;1;
无语;,-1;
推荐;好;好;,1;1;1;
还可以;,1;
有杂音;一般;,-1;0;
不错;,1;
挺好;,1;
好;,1;
不好;不耐用;,-1;-1;
,
满意;好;,1;1;
令人恶心;糟糕;,-1;-1;
漂亮;,1;
满意;,1;
差;好;,-1;1;
不准;不喜欢;,-1;-1;
大气;高端;精致;,1;1;1;
挺好;,1;
,
正好;,1;
差;,-1;
,
不合理;很多;,-1;1;
,
不少;破;,1;-1;
滋润;哈喇味;无味;轻薄;短;舒服;滋润;高;很好;,1;-1;-1;0;-1;1;1;1;1;
可以;,1;
不错;好;,1;1;
不多;喜欢;,0;1;
不错;,1;
垃圾;差评;,-1;-1;
坑;,-1;
变形;还好;,-1;1;
烂;一般;,-1;0;
合适;不错;不错;还可以;,1;1;1;1;
好;好;很好;清晰;高;,1;1;1;1;1;
,
不错;正品;普普通通;简单;不错;很快;强大;不错;流畅;不错;喜欢;很快;不卡;,1;1;0;1;1;1;1;1;1;1;1;1;1;
不破;还行;,1;1;
可以;一般般;,1;0;
清楚;错;,1;-1;
信赖;值得;,1;1;
喜欢;,1;
没意思;,-1;
合适;还可以;,1;1;
好;,1;
陈旧;新;冒牌;,-1;1;-1;
不值;,-1;
不适;凑合;,-1;0;
,
,
可以;不足;,1;-1;
还好;没有失望;满意;清晰;,1;1;1;1;
不错;挺好;不油;,1;1;1;
,
,
足够;不错;,1;1;
将就;,-1;
软软的;,1;
行;柔和;较干;,1;1;-1;
垃圾;,-1;
很好;干净;不错;,1;1;1;
值得;物美价廉;不错;,1;1;1;
受不了;,-1;
很好;,1;
没有好;,-1;
还可以;,1;
太差;,-1;
不少;赞;方便;凉爽;,1;1;1;1;
明显;很脏;太高;,0;-1;-1;
发错;,-1;
点赞;信赖;很好;贴心;给力;不错;值得;满意;物超所值;,1;1;1;1;1;1;1;1;1;
次;很多;很好;,-1;1;1;
没很干;精品;,1;1;
很好;无语;头疼;,1;-1;-1;
便宜;,1;
正品;,1;
大容量;满意;喜欢;静音;,1;1;1;1;
快;不油;不错;清爽;,1;1;1;1;
不符;长;明显;,-1;1;0;
很大;便宜;没有贴合;,1;1;-1;
不是好东西;接触不良;,-1;-1;
好;不错;挺好;,1;1;1;
坏;,-1;
不错;,1;
值得;新;值得;信赖;很小;好;满意;,1;1;1;1;1;1;1;
,
喜欢;,1;
粗暴;不满意;快;停顿;快;简单;不错;完善;明显;好;没有很好;欠佳;,-1;-1;1;-1;1;1;1;1;0;1;-1;-1;
夸大;,-1;
还好;高;没冰爽;,1;1;-1;
,
难闻;正常;不对;很好;不错;,-1;1;-1;1;1;
能用;温和;差;低;不推荐;差不多;一般;,1;1;-1;-1;-1;0;0;
,
物美价廉;不错;喜欢;,1;1;1;
着实;一般;不会太高;没有长;,1;0;1;-1;
不贵;不错;挺好;,1;1;1;
,
适合;不错;很好;方便;,1;1;1;1;
,
不错;超值;,1;1;
一般;假;失望;,0;-1;-1;
严实;不是很多;卓越;好;好味道;好;好;好用;,1;-1;1;1;1;1;1;1;
便宜;不好用;顺滑;好用;不推荐;,1;-1;1;1;-1;
白买;,-1;
廉价;,1;
厚;容易;碎;,0;1;-1;
,
慢;值得一看;,-1;1;
,
喜欢;,1;
发黄;,-1;
,
裂;,-1;
,
柔顺;,1;
挺快;,1;
短;一般般;,-1;0;
涩涩的;没有问题;,-1;1;
超清;可以;给力;喜欢;实惠;好评;鲜艳;清晰;,1;1;1;1;1;1;1;1;
很大;刺鼻;,1;-1;
马马虎虎;还可以;,0;1;
好;快;满意;,1;1;1;
还行;,1;
慢;还可以;,-1;1;
,
不错;满意;好评;,1;1;1;
,
不错;高;,1;1;
适中;灵敏;ok;可以;ok;不实用;,0;1;1;1;1;-1;
快;保证;严密;,1;1;1;
物美价廉;很好;,1;1;
很多;挺好;,1;1;
不错;,1;
喜欢;,1;
低;挺滑;,-1;1;
不是正品;不是滋润;,-1;-1;
简单;好;,1;1;
,
,
还行;,1;
很好;,1;
干净;省电;挺好;大爱;,1;1;1;1;
还好;方便;,1;1;
,
,
,
,
没好;不错;惊艳;卡顿;一般;可以;疼;,-1;1;1;-1;0;1;-1;
快;很快;好评;,1;1;1;
还好;贵;,1;-1;
挺好;值得;还行;,1;1;1;
很强;好;,1;1;
不错;,1;
贴心;不错;不错;很快;到位;,1;1;1;1;1;
失望;,-1;
强;无语;不行;硬;低;,1;-1;-1;-1;-1;
,
物有所值;很低;便宜没好货;,1;1;-1;
满意;给力;,1;1;
,
悲惨;,-1;
硬;不新鲜;,-1;-1;
方便;,1;
假;很痒;,-1;-1;
,
,
不错;也好;,1;1;
快;正品;,1;1;
适合;挺好;,1;1;
,
坑;,-1;
正品;很慢;喜欢;费;好用;,1;-1;1;-1;1;
不喜欢;刺鼻;不好;,-1;-1;-1;
好少;失望;,-1;-1;
不适;重;喜欢;很淡;,-1;-1;1;-1;
不错;最好;,1;1;
好;,1;
挺好;挺好;,1;1;
好;快;努力;,1;1;1;
,
喜欢;清晰;信赖;快;值得;,1;1;1;1;1;
不满;,-1;
刚好;可以;喜欢;满意;,1;1;1;1;
模糊;假货;不好;可以;不好;粗糙;,-1;-1;-1;1;-1;-1;
频繁;本来凑合;严重;差评;烫手;,-1;0;-1;-1;-1;
还行;,1;
,
一模一样;不错;值得;诚信;实惠;方便;不要犹豫;,1;1;1;1;1;1;1;
太软;持久;容易;,-1;1;1;
滑;不干净;不舒服;很假;,1;-1;-1;-1;
,
干;,-1;
不好;脱落;偏黄;不适用;不合理;,-1;-1;-1;-1;-1;
不好;好大;,-1;-1;
不好;正品;可以;,-1;1;1;
,
,
,
不错;,1;
挺好;超高;,1;0;
不错;错;,1;-1;
还好;,1;
,
还可以;,1;
,
不怎么合适;,-1;
差;不好东西;,-1;-1;
不好;,-1;
好用;,1;
小巧;,1;
不错;水灵;喜欢;,1;1;1;
很好;坑;,1;-1;
,
慢;,-1;
老顾客;,1;
一般;,0;
,
好;满意;高;,1;1;1;
漏;,-1;
不对;,-1;
变形;正品;完好无损;,-1;1;1;
正品;好用;高;挺好;随便;,1;1;1;1;-1;
不错;,1;
,
马马虎虎;,0;
差评;好评;,-1;1;
好;,1;
坏;快;,-1;1;
能用;不幸;坏;幸运;没及时;最好;,1;-1;-1;-1;-1;1;
可以;不错;可以;,1;1;1;
长;不符合;,1;-1;
不对;欠佳;不行;,-1;-1;-1;
不是满意;正常;,-1;1;
还可以;不错;慢;,1;1;-1;
快;不错;合适;专业;挺好;,1;1;1;1;1;
,
破败不堪;,-1;
好看;精致;好;,1;1;1;
便宜;,1;
,
不清楚;不好用;,-1;-1;
好评;,1;
实用;中肯;快;,1;1;1;
,
还行;,1;
还行;优;,1;1;
坑;满意;,-1;1;
挺好;不错;柔顺;,1;1;1;
,
失望;很好;挺好;不错;,-1;1;1;1;
差;没有更差;,-1;1;
一般;不完整;,0;-1;
有问题;,-1;
不错;,1;
仿冒;假;,-1;-1;
正品;简陋;,1;-1;
,
喜欢;不是满意;不是很好;,1;-1;-1;
惊艳;不是一般;好看;清亮;不错;不错;不错;舒服;很好;活跃;高;够大;,1;0;1;1;1;1;1;1;1;1;1;1;
喜欢;不喜欢;,1;-1;
信赖;快;好;喜欢;值得;棒棒哒;超大;好评;及时;,1;1;1;1;1;1;1;1;1;
不可以;完好;挺好;,-1;1;1;
便宜;,1;
好;完美;很快;精良;,1;1;1;1;
垃圾;,-1;
慎重;,-1;
正品;不是喜欢;,1;-1;
,
滑;不错;假;不干;无味;细密;,1;1;-1;1;-1;1;
不可以;烂;有问题;没有保障;,-1;-1;-1;-1;
,
不喜欢;,-1;
不错;,1;
不少;简单;破;不会假;垃圾;,1;1;-1;1;-1;
还行;不咋的;,1;-1;
不好用;,-1;
物美价廉;很好;,1;1;
挺好;便宜;,1;1;
烂;,-1;
不满意;讨厌;可以;负分;慢;,-1;-1;1;-1;-1;
不是喜欢;,-1;
渣;好;,-1;1;
慢;,-1;
很好;,1;
喜欢;满意;,1;1;
实用;,1;
不错;还行;,1;1;
正品;可以;慢;,1;1;-1;
不值;失望;,-1;-1;
便宜;,1;
差;,-1;
,
很好;,1;
,
干;干净;,-1;1;
满意;,1;
不盈润;廉价;刺鼻;失望;,-1;1;-1;-1;
不好;不怎么样;,-1;-1;
必备;很快;好;方便;,1;1;1;1;
有质感;不错;喜欢;好用;,1;1;1;1;
郁闷;很烂;坏;不怎么好;不怎么好;很干;,-1;-1;-1;-1;-1;-1;
干;,-1;
轻巧;还可以;方便;,1;1;1;
不错;,1;
很小;好;,1;1;
,
正品;很轻;还好;厚;不满意;粗糙;,1;1;1;0;-1;-1;
满意;周到;客气;,1;1;1;
低廉;,1;
不错;不是太浓;,1;1;
垃圾;,-1;
便宜;淡淡的;,1;1;
不错;挺好;,1;1;
不喜欢;,-1;
不错;,1;
慢;容易;,-1;1;
凹陷;快;合适;满意;,-1;1;1;1;
不错;给力;,1;1;
舒服;,1;
赞;合适;不错;很爽;细心;喜欢;不合适;负责;完美;,1;1;1;1;1;1;-1;1;1;
ok;可以;好;,1;1;1;
值得;还可以;值得;信赖;挺好;干净;,1;1;1;1;1;1;
假;谨慎;很多;,-1;0;1;
被用过;型;失望;旧;不是真品;,-1;1;-1;-1;-1;
不错;挺好;好;,1;1;1;
快速;使用方便;,1;1;
实用;划算;,1;1;
漂亮;赞;够用;快;不错;不错;,1;1;1;1;1;1;
,
过敏;,-1;
正品;不错;棒;及时;,1;1;1;1;
不好;,-1;
坑;,-1;
奇葩;,-1;
不值;太贵;,-1;-1;
简便;够用;大方;实用;,1;1;1;1;
挺好;,1;
不好;,-1;
,
不错;,1;
不喜欢;,-1;
不少;地摊货;严重;没有及时;,1;-1;-1;-1;
着急;差不多;很差;,-1;0;-1;
不错;不给力;,1;-1;
不错;,1;
,
容易;不赖;,1;1;
可以;,1;
,
不错;,1;
高;,1;
辣辣的;,-1;
还好;,1;
很好;免费;点赞;,1;1;1;
合适;短;挺厚;还可以;,1;-1;1;1;
有问题;,-1;
不行;差不多;卡;,-1;0;-1;
不推荐购买;不干净;不舒服;,-1;-1;-1;
漂亮;很高;,1;1;
正品;,1;
简单;很好;赞;很好;好;,1;1;1;1;1;
省心;安心;放心;,1;1;1;
失望;,-1;
,
不容易;好用;,1;1;
失败;,-1;
次;麻烦;费时间;差评;,-1;-1;-1;-1;
黑心;,-1;
不错;,1;
无语;漏;保证;,-1;-1;1;
正品;可以;挺好;,1;1;1;
挺好;,1;
,
值得;信赖;好;迅速;简单;,1;1;1;1;1;
不错;,1;
不错;,1;
可以;,1;
,
不大爱吃;方便;香;美味;,-1;1;1;1;
漏;,-1;
不好;重;,-1;-1;
不错;,1;
不好;旧;不灵活;好评;,-1;-1;-1;1;
很快;坏;,1;-1;
,
不值;便宜货;,-1;-1;
烂;慢;合身;小小的;脏;厉害;失望;,-1;-1;1;-1;-1;1;-1;
方便;可以;很好;好用;,1;1;1;1;
差;高;,-1;1;
,
,
,
,
新鲜;,1;
还行;,1;
很好;好用;,1;1;
无语;不全;方便;,-1;-1;1;
满意;还可以;齐全;,1;1;1;
还行;便宜;,1;1;
,
太薄;还可以;,0;1;
还可以;,1;
不卡;好;,1;1;
正版;棒棒哒;,1;1;
赞;满意;好;很好;,1;1;1;1;
,
不是满意;很多;,-1;1;
没有好;,-1;
可以;,1;
差劲;,-1;
次;行;,-1;1;
好;快;无全新;好;不错;自然;,1;1;-1;1;1;1;
很好;,1;
神奇;,1;
很好;,1;
好;不均匀;很多;干;有心;干燥;粘粘的;新;干;,1;-1;1;-1;1;-1;-1;1;-1;
,
不怎么样;不喜欢;很好;,-1;-1;1;
不给力;,-1;
正品;可以;卓越;好使;差不多;奇怪;没有难闻;,1;1;1;1;0;-1;1;
,
好用;通透;,1;1;
不好用;,-1;
太少;不怎么样;,-1;-1;
不准;,-1;
不符;马马虎虎;严重;,-1;0;-1;
适合;挺好;,1;1;
烂;不喜欢;,-1;-1;
不错;挺多;,1;1;
离谱;方便;没有粗糙;明显;,-1;1;1;0;
还行;,1;
太差;,-1;
没有刺鼻;很轻;,1;1;
满意;高清;,1;1;
有劲;很好;满意;,1;1;1;
次品;忽悠;不理;,-1;-1;-1;
好;,1;
没有满格;不满;全新;,-1;-1;1;
慢;,-1;
很快;很好;好评;,1;1;1;
,
很好;给力;好评;,1;1;1;
很好;很好;挺大;厚实;满意;,1;1;1;1;1;
对不上;,-1;
假货;,-1;
不错;很好;可以;,1;1;1;
挺好;,1;
还可以;可以;不错;挺硬;,1;1;1;1;
适合;干枯;柔顺;划算;,1;-1;1;1;
物美价廉;挺好;,1;1;
不错;还可以;值得;很快;很好;挺好;,1;1;1;1;1;1;
很高;不错;,1;1;
舒服;不油;,1;1;
失望;,-1;
挺好;很好;,1;1;
不好;扯淡;,-1;-1;
合适;,1;
,
可以;,1;
还行;,1;
不错;,1;
便宜;,1;
很差;,-1;
可怜;,-1;
不错;干净;,1;1;
不错;很好;,1;1;
一般般;,0;
还好;不错;,1;1;
,
好玩;,1;
,
烂;不好用;,-1;-1;
,
坑;坑;,-1;-1;
坑人;太贵;,-1;-1;
不够带劲;一般;,-1;0;
不满意;,-1;
不怎么好;不符;,-1;-1;
,
快;超薄;好;满意;,1;1;1;1;
便宜;满意;,1;1;
不刺眼;小贵;挺好;,1;-1;1;
,
拆过;明显;不对;拆过;,-1;0;-1;-1;
浓重;不喜欢;不清爽;,1;-1;-1;
省电;方便;,1;1;
满意;,1;
正品;不错;很快;,1;1;1;
细心;挺好;,1;1;
还行;贵;,1;-1;
差劲;卡;好;,-1;-1;1;
不足;及时;还行;不干燥;,-1;1;1;1;
满意;,1;
差评;牛;,-1;1;
还可以;贵;,1;-1;
差评;,-1;
不对;不适;红肿;红肿;没干;,-1;-1;-1;-1;1;
要命;过大;推荐购买;,-1;-1;1;
太贵;,-1;
完美;好用;,1;1;
疼;好点;,-1;1;
不咋地;,-1;
不错;还可以;,1;1;
太差;次;,-1;-1;
标准;温柔;,0;1;
不错;一般;粗糙;,1;0;-1;
一般般;,0;
差;时断时续;,-1;-1;
郁闷;很好;破;可以;美中不足;,-1;1;-1;1;0;
,
,
破;差;,-1;-1;
没有过头;没变色;无语;垃圾;,1;1;-1;-1;
不好;,-1;
满意;,1;
不干净;好;不正品;失望;涩涩的;,-1;1;-1;-1;-1;
,
挺好;,1;
不错;,1;
还行;包邮;差评;欺骗;失望;,1;1;-1;-1;-1;
,
一般;,0;
差太大;,-1;
挺好;快;好;很小;,1;1;1;1;
痛;太差;没好;,-1;-1;-1;
正品;还可以;不油;,1;1;1;
不是很好;,-1;
物美价廉;给力;不错;,1;1;1;
很好;良好;优秀;,1;1;1;
可以;,1;
不错;开心;挺好;好;,1;1;1;1;
不错;满意;很好;,1;1;1;
可以;,1;
,
,
不正常;,-1;
很好;挺好;挺好;,1;1;1;
不是很好;不错;不是喜欢;,-1;1;-1;
好;清晰;棒;满意;便宜;,1;1;1;1;1;
还好;,1;
很快;好用;,1;1;
坏;慢;差评;,-1;-1;-1;
碎;不满意;,-1;-1;
一般般;,0;
,
快;不错;严实;,1;1;1;
物超所值;可以;,1;1;
不错;好;,1;1;
不错;很好;放心;不好;很快;满意;,1;1;1;-1;1;1;
不错;喜欢;,1;1;
还可以;方便;,1;1;
不好用;,-1;
赞;老顾客;好;,1;1;1;
差评;,-1;
太贵;,-1;
卓越;严重;,1;-1;
还行;,1;
不错;,1;
好用;,1;
,
,
,
不错;不错;,1;1;
满意;,1;
,
厉害;,1;
好;,1;
失望;差不多;,-1;0;
差评;,-1;
喜欢;还可以;,1;1;
,
正品;老顾客;更好;划算;实惠;,1;1;1;1;1;
不卡;,1;
敬畏;不少;二手;仔细;仔细;正常;整齐;还好;很快;严密;,1;1;-1;1;1;1;1;1;1;1;
不好不坏;,0;
,
不怎么灵敏;亏了;,-1;-1;
物美价廉;不错;满意;,1;1;1;
短;不太好;,-1;-1;
正常;不怎样;不是破坏;干;,1;-1;1;-1;
挺好;蛮大;满意;,1;1;1;
没有好用;不方便;,-1;-1;
很快;很好;很棒;棒;,1;1;1;1;
太稀;高;还行;能行;很长;很少;,-1;1;1;1;1;1;
物美价廉;可以;,1;1;
,
糟糕;很差;,-1;-1;
漂亮;保证;,1;1;
不错;很高;满意;,1;1;1;
不错;厚;不好;,1;0;-1;
不错;不错;挺高;,1;1;1;
不错;,1;
讨厌;,-1;
破;很好;可以;霸气;还可以;,-1;1;1;1;1;
还行;,1;
可以;很好;,1;1;
容易;,1;
麻烦;还行;,-1;1;
不错;,1;
不错;快;,1;1;
挺好;,1;
,
好;,1;
满意;,1;
不是喜欢;,-1;
,
吵;很大;,-1;1;
细腻;神奇;香浓;棒;,1;1;1;1;
,
很好;方便;,1;1;
不影响;,0;
不适;,-1;
,
细腻;喜欢;舒服;清凉;,1;1;1;1;
棒棒的;不行;好;棒;没话说;喜欢;,1;-1;1;1;1;1;
方便;,1;
不好用;垃圾;,-1;-1;
垃圾;,-1;
,
便宜;很多;喜欢;很高;快;,1;1;1;1;1;
不错;挺好;,1;1;
垃圾;很快;可以;很差;,-1;1;1;-1;
实惠;便宜;不错;刺鼻;,1;1;1;-1;
,
明显;不错;,0;1;
坑;差;差评;,-1;-1;-1;
旧;牛逼;垃圾;,-1;1;-1;
给力;挺好;值得;,1;1;1;
不错;超好;,1;1;
假货;,-1;
不错;还可以;,1;1;
不好;慢;不好;,-1;-1;-1;
差评;五星;垃圾;,-1;1;-1;
干净;好用;很好;很轻;不好;很快;不干净;很快;明显;,1;1;1;1;-1;1;-1;1;0;
挺好;,1;
不错;精致;物超所值;实用;厚实;方便;,1;1;1;1;1;1;
很差;,-1;
坏;闹心;,-1;-1;
开封;不爽;开封;,-1;-1;-1;
清爽;很干;,1;-1;
不错;充足;,1;1;
坏;,-1;
卡顿;差不多;卡顿;一般;,-1;0;-1;0;
挺好;,1;
正品;偏小;偏大;,1;-1;-1;
,
大气;满意;上档次;,1;1;1;
挺好;挺大;小小的;,1;1;-1;
一般;挺好;,0;1;
不错;,1;
坏;,-1;
别浪费;刺鼻;头晕;不合格;不好;,1;-1;-1;-1;-1;
失望;,-1;
可以;一般;,1;0;
不符;,-1;
合适;挺好;,1;1;
挺好;,1;
,
很好;过关;,1;1;
一般;,0;
可以;不错;还行;挺好;,1;1;1;1;
没有及时;可以;还可以;,-1;1;1;
不错;贵;还行;低;高;,1;-1;1;-1;1;
还可以;,1;
值得;信赖;,1;1;
一般;,0;
很好;很好;,1;1;
不佳;一般;不值;,-1;0;-1;
便宜;也好;,1;1;
,
还行;没有明显;,1;0;
垃圾;,-1;
,
简单;好用;方便;,1;1;1;
实惠;好用;,1;1;
粗糙;不是二手货;,-1;1;
碎;垃圾;,-1;-1;
清新;,1;
不用理睬;喜欢;挺快;,-1;1;1;
靠谱;,1;
无奈;,-1;
不值;,-1;
挺好;,1;
不行;不好;,-1;-1;
心痛;,-1;
要命;一般;,-1;0;
很好;,1;
还行;,1;
不滋润;不好用;不好;干;,-1;-1;-1;-1;
很快;不错;清晰;清楚;,1;1;1;1;
不错;清晰;实用;很好;,1;1;1;1;
容易;很好;,1;1;
,
不错;挺多;,1;1;
可以;,1;
挺好;清晰;,1;1;
不好评;不行;差不多;不差;差评;好评;火大;,-1;-1;0;1;-1;1;-1;
快;明显;很好;方便;,1;0;1;1;
,
蓬松;满意;清淡;自然;,0;1;1;1;
一般;不好;,0;-1;
太差;破;,-1;-1;
气派;很好;够大;,1;1;1;
不好用;平价;好;,-1;0;1;
够用;,1;
便宜;格调;差评;愚弄;无耻;假惺惺;贵;,1;1;-1;-1;-1;-1;-1;
,
过敏;不是正品;挺快;,-1;-1;1;
不实用;,-1;
好;快;不错;ok;,1;1;1;1;
无语;,-1;
更好;耐脏;满意;好;,1;1;1;1;
坏;不亮;垃圾;坏;,-1;-1;-1;-1;
不错;可以;,1;1;
漂亮;不错;,1;1;
好用;,1;
,
实用;简单;方便;,1;1;1;
人性化;满意;,1;1;
不适;还行;暗;,-1;1;-1;
好用;,1;
差不多;,0;
不好;失望;,-1;-1;
,
很慢;很好;,-1;1;
流畅;物超所值;可以;差不多;好;,1;1;1;0;1;
,
推荐;很好;值得;,1;1;1;
高;不错;,1;1;
,
挺好;舒服;,1;1;
差评;,-1;
,
挺好;放心;,1;1;
信任;很少;不值;次;,1;1;-1;-1;
不错;,1;
刚好;漏;,1;-1;
垃圾;,-1;
很香;更好;很好;浓郁;适合;,1;1;1;1;1;
响;亏了;,-1;-1;
不值;好;贵;,-1;1;-1;
满意;,1;
一般;,0;
满意;很好;,1;1;
名不符实;,-1;
喜欢;还可以;,1;1;
不错;,1;
很大;不错;赞;挺好;不错;喜欢;满意;好评;,1;1;1;1;1;1;1;1;
不够大;,-1;
老实;不敢恭维;五星;不容易;,1;-1;1;1;
脏;,-1;
很好;不错;,1;1;
一般;失望;,0;-1;
,
方便;不错;,1;1;
不错;硬;,1;-1;
不错;很好;,1;1;
坏;,-1;
好看;,1;
假货;怪怪的;,-1;-1;
不好用;,-1;
,
满意;,1;
高;,1;
,
不牢;,-1;
大气;不错;简约;喜欢;够大;,1;1;1;1;1;
,
不好;靓丽;一般;严重;很大;,-1;1;0;-1;1;
挺好;很好;够大;,1;1;1;
假货;假;卓越;很差;深层;卓越;,-1;-1;1;-1;1;1;
不够强;痒;喜欢;差不多;不干净;不会很硬;很多;,-1;-1;1;0;-1;1;1;
浓烈;,1;
明显;一般;偏黄;香;一般;自然;,0;0;-1;1;0;1;
差;太差;,-1;-1;
还可以;,1;
佳;好;快;漂亮;快;赞;实惠;好;,1;1;1;1;1;1;1;1;
很快;气派;安静;不错;,1;1;1;1;
,
不错;省电;好;满意;,1;1;1;1;
必备;,1;
值得;很干;实惠;凉凉的;不油;,1;-1;1;1;1;
够长;,1;
安静;很大;差评;好评;,1;1;-1;1;
太长;一般般;,-1;0;
假货;便宜;很差;不搭理;,-1;1;-1;-1;
还行;,1;
爽;可以;,1;1;
喜欢;,1;
快;,1;
挺好;很好;,1;1;
破;,-1;
挺好;满意;,1;1;
假;严重;,-1;-1;
残次品;碎;,-1;-1;
吵;静音;,-1;1;
赞;可以;,1;1;
不滋润;没有好;有问题;,-1;-1;-1;
不错;还可以;,1;1;
不怎么样;不错;,-1;1;
垃圾;还行;满意;不耐用;,-1;1;1;-1;
很轻;,1;
不错;,1;
假;糊弄人;不全;可以;,-1;-1;-1;1;
不错;坏;超赞;,1;-1;1;
挺好;,1;
清晰;挺好;,1;1;
粗糙;垃圾;很差;,-1;-1;-1;
不错;很好;,1;1;
推荐;便宜;挺好;值得;好评;,1;1;1;1;1;
过分;过期;不过期;,-1;-1;1;
透明;薄;,1;0;
锐不可当;差;,1;-1;
很高;不错;挺好;,1;1;1;
,
,
不爽;假;淡淡的;刺鼻;怪怪的;,-1;-1;1;-1;-1;
油腻;不是水润;,-1;-1;
坏;晃动;,-1;-1;
没有后悔;满意;,1;1;
不行;不行;,-1;-1;
容易;不牢;也好;没有刺鼻;,1;-1;1;1;
便宜;不太行;,1;-1;
不错;,1;
正品;满意;,1;1;
静;,1;
慢;,-1;
不是假货;夸大其词;,1;-1;
,
烂;,-1;
还可以;,1;
还好;舒服;,1;1;
掉价;不值;不不差;差评;一般般;,-1;-1;-1;-1;0;
挺好;较小;,1;-1;
很疼;次;不舒服;失望;,-1;-1;-1;-1;
不错;,1;
差评;,-1;
很高;不会后悔;不是清楚;清晰;超快;好;满意;好;完美;,1;1;-1;1;1;1;1;1;1;
,
厚;,0;
不满意;不能有划痕;,-1;1;
正常;方便快捷;,1;1;
好;很多;好;,1;1;1;
不干净;,-1;
坑;很大;,-1;1;
好;很好;,1;1;
无语;垃圾;,-1;-1;
方便;好;,1;1;
不干净;不满意;烦人;火大;,-1;-1;-1;-1;
不菲;没有骨感;,-1;-1;
可以;不高;还可以;不怎么样;,1;0;1;-1;
麻烦;不错;便宜;很多;,-1;1;1;1;
还可以;,1;
不错;,1;
清晰;不错;,1;1;
不舒服;不怎么样;,-1;-1;
满意;,1;
很小;,1;
没有快;,-1;
一致;,1;
垃圾;,-1;
,
